id,dominio_esperado,dominio_previsto,acerto,User Story
A25US3O1,Information Systems,Information Systems,OK,"As a software engineer, I want the recommendation system to perform real-time computations, so that customers receive up-to-date suggestions instantly as they interact with the website."
A25US5O1,Information Systems,Information Systems,OK,"As a system architect, I want to design a scalable recommendation infrastructure that operates independently of the number of users and items, so that the system remains efficient as our product catalog and user base grow."
A25US6Ge,Information Systems,Information Systems,OK,"As a researcher studying user behavior, I want to understand how different recommendation algorithms compare in terms of accuracy, scalability, and user satisfaction."
A26US2Ll,Information Systems,Information Systems,OK,"As a researcher, I want to develop new methods and datasets for generating high- quality review justifications that are relevant to users' decision- making processes."
A26US2O1,Information Systems,Information Systems,OK,"As a recommendation system developer, I want to implement extractive methods to identify relevant review segments, so that the system can generate accurate and meaningful justifications for recommendations."
A26US3Ge,Information Systems,Information Systems,OK,"As a developer of a recommender system, I want to provide users with transparent and personalized justifications for recommendations, building trust and user satisfaction."
A26US3Ll,Information Systems,Information Systems,OK,"As a developer, I want to create a system that can extract relevant review segments that justify users' intentions, so that I can use them to train models for generating personalized recommendation justifications."
A26US5O1,Information Systems,Information Systems,OK,"As a product manager, I want to leverage personalized generation models to create diverse justifications, so that our recommendation system stands out by offering convincing and varied explanations to users."
A26US6Ge,Information Systems,Information Systems,OK,"As a data scientist, I want to explore new methods for generating diverse and informative justifications that are tailored to individual users and their preferences."
A26US6Ll,Information Systems,Information Systems,OK,"As a developer, I want to design a reference-based Seq2Seq model with aspect- planning that can generate justifications covering different aspects of a product, so that customers can see multiple perspectives."
A26US6O1,Information Systems,Information Systems,OK,"As a machine learning engineer, I want to develop a reference-based Seq2Seq model with aspect- planning, so that the system can generate justifications that address multiple facets of user preferences."
A26US8Ll,Information Systems,Information Systems,OK,"As a developer, I want to design an aspect-conditional masked language model that can generate diverse justifications based on templates extracted from justification histories, so that customers can see multiple examples of how the product can be used."
A26US8O1,Information Systems,Information Systems,OK,"As a quality assurance specialist, I want to evaluate the and diversity of generated justifications, so that I can ensure the explanations effectively support users' decision- making processes."
A27US10O1,Information Systems,Information Systems,OK,"As a customer support manager, I want the recommendation system to adapt quickly to short- term user interactions, so that I can ensure users receive relevant assistance and product suggestions during their browsing sessions."
A27US1O1,Information Systems,Information Systems,OK,"As a recommendation system developer, I want to implement an RNN-based approach for session-based recommendations, so that I can provide more accurate suggestions for users with short interaction histories."
A27US2O1,Information Systems,Information Systems,OK,"As a data scientist, I want to apply recurrent neural networks to model entire user sessions, so that I can capture the sequence of user interactions for improved recommendation accuracy."
A27US3Ll,Information Systems,Information Systems,OK,"As a developer, I want to overcome the limitations of matrix factorization approaches in session-based recommendations, so I want to use an RNN-based approach that can model the whole session."
A27US4O1,Information Systems,Information Systems,OK,"As a machine learning engineer, I want to incorporate a ranking loss function into our RNN model, so that the recommendations are better aligned with user preferences and ."
A27US5O1,Information Systems,Information Systems,OK,"As a UX designer, I want the recommendation system to provide timely and relevant suggestions based on current session data, so that users have a seamless and satisfying browsing experience."
A27US7Ll,Information Systems,Information Systems,OK,"As a developer, I want to evaluate the performance of RNN-based approaches for session-based recommendations on real-world datasets, to see if they can outperform traditional methods."
A27US7O1,Information Systems,Information Systems,OK,"As a software architect, I want to modify classic RNN architectures to suit session-based recommendation tasks, so that the system remains efficient and scalable for real- time applications."
A23US10Ge,Information Systems,Health,ERRO,"As a global citizen, I want to see a more transparent and balanced online information landscape where users can access diverse perspectives and make informed decisions about the information they consume."
