id,User Story,domain_refair,domain_gabarito,domain_ok,domain_confidence,ml_tasks_refair,ml_labels_gabarito,ml_task_vazio_refair,features_refair,features_gabarito
A13US3Ll,"As a neurologist, I want to access a database of drug- target pair networks that incorporate multiple drug features and ",Biology,Pharmacology,ERRO,High,classification,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Clustering; Anomaly Detection; Districting; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Resource Allocation; Subset Selection; Data Summarization; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Não,,age; sex; ethnicity
A13US4Ll,"As a data scientist, I want to generate integrated features for each drug- combination by incorporating drug- target fea",Health,Pharmacology,ERRO,High,classification; regression; representation learning,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Clustering; Anomaly Detection; Districting; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Resource Allocation; Subset Selection; Data Summarization; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Não,age; geography; sex; ethnicity; gender,age; sex; ethnicity
A13US5Ll,"As a medical researcher, I want to use an AI-based Drug discovery Network (AI- DrugNet) to identify potential repurposed",Medicine,Pharmacology,ERRO,High,classification; classification,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Clustering; Anomaly Detection; Districting; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Resource Allocation; Subset Selection; Data Summarization; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Não,age; race; sex; ethnicity; gender,age; sex; ethnicity
A13US6Ll,"As a clinician, I want to access a list of predicted potential drug therapies for AD, ranked by their likelihood of succ",Medicine,Pharmacology,ERRO,High,,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Clustering; Anomaly Detection; Districting; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Resource Allocation; Subset Selection; Data Summarization; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Sim,,age; sex; ethnicity
A13US7Ll,"As a researcher, I want to apply the AI-DrugNet framework to identify potential drug combinations for other diseases bey",Medicine,Pharmacology,ERRO,High,,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Clustering; Anomaly Detection; Districting; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Resource Allocation; Subset Selection; Data Summarization; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Sim,,age; sex; ethnicity
A13US8Ll,"As a pharmaceutical company, I want to use the AI-DrugNet framework to identify potential drug candidates that can be re",Pharmacology,Pharmacology,OK,High,,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Clustering; Anomaly Detection; Districting; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Resource Allocation; Subset Selection; Data Summarization; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Sim,,age; sex; ethnicity
A13US9Ll,"As a bioinformatician, I want to analyze the AD disease network and identify the key nodes and edges that are associated",Biology,Pharmacology,ERRO,High,,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Clustering; Anomaly Detection; Districting; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Resource Allocation; Subset Selection; Data Summarization; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Sim,,age; sex; ethnicity
A13US10Ll,"As a healthcare policymaker, I want to use the AI- DrugNet framework to inform drug development priorities and resource ",Health,Pharmacology,ERRO,High,,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Clustering; Anomaly Detection; Districting; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Resource Allocation; Subset Selection; Data Summarization; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Sim,,age; sex; ethnicity
A13US1O1,"As a neurologist, I want to utilize the AI-DrugNet framework to identify repurposed drugs for Alzheimer's disease, so th",Biology,Pharmacology,ERRO,High,classification,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Clustering; Anomaly Detection; Districting; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Resource Allocation; Subset Selection; Data Summarization; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Não,,age; sex; ethnicity
A13US2O1,"As a pharmaceutical researcher, I want to leverage the deep learning- based prediction framework, so that I can discover",Pharmacology,Pharmacology,OK,High,,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Clustering; Anomaly Detection; Districting; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Resource Allocation; Subset Selection; Data Summarization; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Sim,,age; sex; ethnicity
A13US3O1,"As a data scientist, I want to build and analyze a drug- target pair (DTP) network using multiple drug and target featur",Biology,Pharmacology,ERRO,High,classification,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Clustering; Anomaly Detection; Districting; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Resource Allocation; Subset Selection; Data Summarization; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Não,,age; sex; ethnicity
A13US4O1,"As a bioinformatician, I want to integrate drug-drug, target- target, and drug- target relationships into the AI-DrugNet",Biology,Pharmacology,ERRO,High,classification,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Clustering; Anomaly Detection; Districting; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Resource Allocation; Subset Selection; Data Summarization; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Não,,age; sex; ethnicity
A13US5O1,"As a clinical trial coordinator, I want to use AI-DrugNet to identify potential repurposed drug therapies, so that I can",Biology,Pharmacology,ERRO,High,classification,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Clustering; Anomaly Detection; Districting; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Resource Allocation; Subset Selection; Data Summarization; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Não,,age; sex; ethnicity
A13US6O1,"As a pharmacologist, I want the prediction framework to generalize to other diseases, so that I can apply the same metho",Pharmacology,Pharmacology,OK,High,,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Clustering; Anomaly Detection; Districting; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Resource Allocation; Subset Selection; Data Summarization; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Sim,,age; sex; ethnicity
A13US7O1,"As a healthcare policymaker, I want to adopt the AI- DrugNet framework for drug repurposing, so that I can support cost-",Health,Pharmacology,ERRO,High,,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Clustering; Anomaly Detection; Districting; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Resource Allocation; Subset Selection; Data Summarization; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Sim,,age; sex; ethnicity
