id,User Story,role_shorten,equivalent_domain,equivalent_ml_task,equivalent_ml_task_labels,domain_confidence,sensitive_features_esperados,sensitive_features_por_task,tem_sensitive_features
A10US3Ge,"As a doctor treating patients with diabetes, I want a tool that can help me personalize insulin dosing recommendations based on real-time blood glucose predictions.",healthcare provider,Endocrinology,support vector regression,Regression,High,age; gender; race,"Regression: age, gender, race",Sim
A10US4Ge,"As a researcher studying diabetes management, I want to explore the potential of using this model to improve the overall health outcomes for people with diabetes.",researcher,Endocrinology,support vector regression,Regression,High,age; gender; race,"Regression: age, gender, race",Sim
A10US5Ge,"As a developer of diabetes management apps, I want to integrate this prediction model into my app to provide users with more actionable insights into their blood sugar levels.",developer,Endocrinology,support vector regression,Regression,High,age; gender; race,"Regression: age, gender, race",Sim
A10US6Ge,"As a health insurance provider, I want to see if this model can be used to reduce the risk of complications and hospitalizations for people with diabetes.",health insurance provider,Endocrinology,support vector regression,Regression,High,age; gender; race,"Regression: age, gender, race",Sim
A10US7Ge,"As a patient advocate, I want to ensure that this model is accessible and affordable for all people with diabetes, regardless of their socioeconomic background.",patient,Endocrinology,support vector regression,Regression,High,age; gender; race,"Regression: age, gender, race",Sim
A10US8Ge,"As a data privacy advocate, I want to be assured that the data collected by this model is used securely and responsibly, and that patients have control over their data.",advocate,Endocrinology,support vector regression,Regression,High,age; gender; race,"Regression: age, gender, race",Sim
A10US8Ge,"As a regulatory body, I want to evaluate the safety and effectiveness of this model before it is widely adopted for clinical use.",regulator,Endocrinology,support vector regression,Regression,High,age; gender; race,"Regression: age, gender, race",Sim
A10US10Ge,"As a person with a fear of needles, I want to explore if this model can help me reduce the frequency of finger pricks for blood sugar monitoring.",person,Endocrinology,support vector regression,Regression,High,age; gender; race,"Regression: age, gender, race",Sim
A10US1Ll,"As a person with diabetes, I want to use an automatic prediction model that can warn me of imminent changes in my blood glucose levels, so that I can take preventive action to avoid serious complications.",person,Endocrinology,support vector regression,Regression,High,age; gender; race,"Regression: age, gender, race",Sim
A10US2Ll,"As a healthcare professional, I want to use a predictive model that can outperform diabetes experts in predicting blood glucose levels, so that I can provide more accurate and effective care to my patients.",developer,Endocrinology,support vector regression,Regression,High,age; gender; race,"Regression: age, gender, race",Sim
A10US3Ll,"As a researcher, I want to develop a solution that uses a generic physiological model to generate informative features for a Support Vector Regression model, so that I can improve the accuracy of blood glucose level predictions.",researcher,Endocrinology,support vector regression,Regression,High,age; gender; race,"Regression: age, gender, race",Sim
A10US4Ll,"As a person with diabetes, I want to receive alerts 30 minutes in advance of hypoglycemic events, so that I can take action to prevent them and avoid serious consequences.",person,Endocrinology,support vector regression,Regression,High,age; gender; race,"Regression: age, gender, race",Sim
A10US5Ll,"As a healthcare administrator, I want to use a predictive model that can anticipate almost a quarter of hypoglycemic events, so that I can reduce the risk of complications and improve patient outcomes.",administrator,Endocrinology,support vector regression,Regression,High,age; gender; race,"Regression: age, gender, race",Sim
A10US6Ll,"As a data analyst, I want to analyze blood glucose- specific data to train a Support Vector Regression model, so that I can improve the accuracy of predictions and reduce false alarms.",analyst,Endocrinology,support vector regression,Regression,High,age; gender; race,"Regression: age, gender, race",Sim
A10US7Ll,"As a person with diabetes, I want to receive alerts that are accurate and actionable, so that I can trust the system and take appropriate action to manage my blood glucose levels.",person,Endocrinology,support vector regression,Regression,High,age; gender; race,"Regression: age, gender, race",Sim
A10US8Ll,"As a healthcare professional, I want to use a predictive model that can identify near- hypoglycemic regions, so that I can provide targeted interventions and reduce the risk of complications.",developer,Endocrinology,support vector regression,Regression,High,age; gender; race,"Regression: age, gender, race",Sim
A10US9Ll,"As a researcher, I want to improve the precision of the predictive model, so that I can increase the confidence of patients and healthcare professionals in the system.",researcher,Endocrinology,support vector regression,Regression,High,age; gender; race,"Regression: age, gender, race",Sim
A10US10Ll,"As a person with diabetes, I want to use a predictive model that can help me avoid false alarms and unnecessary interventions, so that I can manage my blood glucose levels more effectively and improve my quality of life.",person,Endocrinology,support vector regression,Regression,High,age; gender; race,"Regression: age, gender, race",Sim
A10US1O1,"As a diabetic patient, I want to receive alerts about imminent blood glucose changes, so I can take preventive actions to maintain my health.",patient,Endocrinology,support vector regression,Regression,High,age; gender; race,"Regression: age, gender, race",Sim
A10US2O1,"As an endocrinologist, I want access to my patients' predicted blood glucose trends, so I can adjust their treatment plans proactively.",endocrinologist,Endocrinology,support vector regression,Regression,High,age; gender; race,"Regression: age, gender, race",Sim
A10US3O1,"As a healthcare app developer, I want to integrate the prediction model into mobile applications, so patients can easily monitor their blood glucose levels in real-time.",developer,Endocrinology,support vector regression,Regression,High,age; gender; race,"Regression: age, gender, race",Sim
A10US4O1,"As a diabetes researcher, I want to analyze the prediction model’s performance against expert assessments, so I can validate and improve its accuracy.",researcher,Endocrinology,support vector regression,Regression,High,age; gender; race,"Regression: age, gender, race",Sim
A10US5O1,"As a caregiver, I want to receive notifications when a patient’s blood glucose is predicted to drop, so I can assist them in managing their condition promptly.",caregiver,Endocrinology,support vector regression,Regression,High,age; gender; race,"Regression: age, gender, race",Sim
A10US6O1,"As a data scientist, I want to use patient-specific data to train the Support Vector Regression model, so the predictions are tailored and more accurate for each individual.",data scientist,Endocrinology,support vector regression,Regression,High,age; gender; race,"Regression: age, gender, race",Sim
A10US7O1,"As a patient using a continuous glucose monitor (CGM), I want the prediction model to seamlessly integrate with my device, so I can receive timely warnings without additional steps.",patient,Endocrinology,support vector regression,Regression,High,age; gender; race,"Regression: age, gender, race",Sim
A10US8O1,"As a healthcare administrator, I want the prediction system to generate reports on hypoglycemic events, so I can monitor the effectiveness of diabetes management programs.",administrator,Endocrinology,support vector regression,Regression,High,age; gender; race,"Regression: age, gender, race",Sim
A10US9O1,"As a software engineer, I want to ensure the prediction model has a user-friendly interface, so patients of all technical abilities can easily understand and act on the alerts.",software engineer,Endocrinology,support vector regression,Regression,High,age; gender; race,"Regression: age, gender, race",Sim
A10US10O1,"As a quality assurance specialist, I want to test the precision of the prediction model in various scenarios, so I can minimize false alarms and ensure patient safety.",officer,Endocrinology,support vector regression,Regression,High,age; gender; race,"Regression: age, gender, race",Sim
A11US1Ge,"As a brand security specialist, I want to use the ML-ACS to generate and predict variations of our anti- counterfeiting patterns (CDP) on different printing and imaging devices to stay ahead of counterfeiters.",specialist,Computer Vision,generative adversarial network,Representation Learning; Anomaly Detection; Data Summarization; Entity Resolution; Bias Detection in Language Models,Medium,age; gender; geography; race; skin color; skin tone; skin type,"Representation Learning: age, gender, geography, race, skin color, skin tone | Anomaly Detection: age, gender, race, skin tone | Data Summarization: age, gender, geography, race, skin tone | Entity Resolution: geography | Bias Detection in Language Models: gender, race, age, geography, skin color, skin type",Sim
